placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.0004688469366985549,0.004120073274984734,-42897.68727188331,164.55058620458087,18.427560000000003,161.93536,0.00012702135075605726,0.00033699993437338616,7921.564158734116,23.391671884476292,4.992447170116074,13.245445420611572,828.0954213142395
