placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.001876390443720741,0.00024872481172399756,-15582.912711921323,63.41338089151464,73.74964999999999,9.775879999999999,0.00029038452258737363,5.7693970033522276e-05,4947.403779441532,10.076008797676641,11.413273275774133,2.26760379819756,382.46201753616333
