placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.0060522733055159775,0.003139134948096886,-225379.79577677586,182.30698828526113,237.87855000000002,123.38056,0.0005141093574798909,0.00022486214325067496,30445.690160519505,50.889075266460274,20.206554186389624,8.837981678324526,1754.2065262794495
