rhocov,rhomev,Env,Pv,Ncov,Nmev
0.0015410645226948913,0.0,-8392.057494429442,46.4340515764829,60.57,0.0
0.002284551190718502,0.0,-16636.011332149123,63.25690877719236,89.792,0.0
0.0028682831263993486,0.0,-28425.915333573925,62.32804728172688,112.735,0.0
0.003326709749643802,0.0,-35155.66381024019,65.81558465007416,130.753,0.0
0.004042031345410137,0.0,-47202.7581814033,86.79522519652501,158.868,0.0
0.004054701811520456,0.0,-54145.60428689777,97.55130958081028,159.366,0.0
0.004459775086505191,0.0,-62787.953690724964,122.66935815904996,175.287,0.0
0.004820934256055363,0.0,-73817.59989553803,86.25725149022978,189.482,0.0
0.005111922450641156,0.0,-83686.20539088848,120.74254524698186,200.919,0.0
0.005421229391410543,0.0,-94648.41848510514,88.90115857444854,213.076,0.0
0.005432475066151028,0.0,-89430.02032434705,81.49481862822559,213.518,0.0
0.005849023000203541,0.0,-104303.47888578358,27.76752734611369,229.89,0.0
0.006085818237329534,0.0,-116850.55463887592,56.002265428259605,239.197,0.0
0.00633100956645634,0.0,-125387.18860997018,128.5546940770023,248.834,0.0
0.006256945857927946,0.0,-125458.95743745577,46.72333909944138,245.923,0.0
0.0059834622430287,0.0,-114475.48837764615,97.91027850577527,235.174,0.0
0.006163087726440058,0.0,-119739.83360456597,78.28406721217893,242.234,0.0
0.006004935884388358,0.0,-112868.54434692535,130.21072768322094,236.018,0.0
0.006616349480968858,0.0,-133974.60123429162,180.7498928696974,260.049,0.0
0.006674486057398738,0.0,-139315.59746699157,118.92045858868288,262.334,0.0
0.006553607775290047,0.0,-132691.9533978454,130.8480693579784,257.583,0.0
0.006910848768573173,0.0,-150417.84545539235,68.97679887236592,271.624,0.0
0.006770735802971708,0.0,-149769.45424260033,-1.8836366466421988,266.117,0.0
0.007016003460207612,0.0,-158120.69219403216,65.16589110674441,275.757,0.0
0.007620013230205577,0.0,-180298.65913793157,104.22704190302917,299.497,0.0
0.008197130063097904,0.0,-201588.23546999128,150.3007490004892,322.18,0.0
0.008186164258090779,0.0,-206682.45669615487,91.97513348123793,321.749,0.0
0.008344087115815184,0.0,-216756.69366083748,100.19727453956351,327.956,0.0
0.008532592102584979,0.0,-225613.2822223582,121.86677550005292,335.365,0.0
0.008565642173824547,0.0,-226357.56682551908,134.2231027876564,336.664,0.0
0.008798010380622837,0.0,-229600.71987007378,203.8383452352087,345.797,0.0
0.00865326684306941,0.0,-224151.36169112453,179.98191737149884,340.108,0.0
0.008662985955627926,0.0,-224111.2702427409,128.53223965565525,340.49,0.0
0.008652045593323833,0.0,-224576.4622452523,59.2892610101599,340.06,0.0
0.008903444941990636,0.0,-242839.16628896273,-4.791880751494959,349.941,0.0
0.008980180134337474,0.0,-247088.2768144104,-24.64979395440178,352.957,0.0
0.008722954406676166,0.0,-232994.23208876495,-9.323985844785662,342.847,0.0
0.008830500712395686,0.0,-239044.14719420404,19.93278114771231,347.074,0.0
0.00907467433340118,0.0,-251743.06337617553,-5.517687048394215,356.671,0.0
0.009233513128434765,0.0,-259373.01831671756,54.37994131102355,362.914,0.0
0.009322359047425198,0.0,-264595.25425208476,24.624120626727528,366.406,0.0
0.009381080806024832,0.0,-267366.06616869656,12.000317385184012,368.714,0.0
0.009464710970893549,0.0,-277324.2434045983,-19.182787296355375,372.001,0.0
0.009635126195807043,0.0,-288258.407376904,-37.92084030074417,378.699,0.0
0.009758675961734173,0.0,-291201.37085738574,41.424108001383175,383.555,0.0
0.009931660899653978,0.0,-299050.296410254,70.2389360542245,390.354,0.0
0.010078694280480357,0.0,-306748.53909359267,113.49334652902431,396.133,0.0
0.010124669244860574,0.0,-316286.60489433695,34.59084261041738,397.94,0.0
0.010236540810095665,0.0,-321295.2790722314,33.436821153922075,402.337,0.0
0.010161357622633828,0.0,-318116.9282597803,-12.97171540992621,399.382,0.0
0.010297323427640953,0.0,-318875.23485609103,139.41062626701168,404.726,0.0
0.01026597801750458,0.0,-318607.6297359327,175.29927445593785,403.494,0.0
0.010266690413189497,0.0,-323483.7933844296,72.72796704596847,403.522,0.0
0.010234785263586402,0.0,-322847.17818799947,87.61856637198959,402.268,0.0
0.010187843476490942,0.0,-318568.61493580486,105.3681156208142,400.423,0.0
0.010152376348463261,0.0,-315919.14566375397,97.84385330504892,399.029,0.0
0.010254656014654999,0.0,-323464.4454824723,23.80812619552286,403.049,0.0
0.010419270303277021,0.0,-327646.28397547494,144.48873667737962,409.519,0.0
0.010472852635864036,0.0,-329199.2770166978,244.4779441042799,411.625,0.0
0.010510049867697943,0.0,-332388.7763435167,192.1271242247403,413.087,0.0
0.010685324648890698,0.0,-344172.74979354074,181.79439101533802,419.976,0.0
0.010759108487685734,0.0,-348819.6091540363,176.71520819140963,422.876,0.0
0.010989772033380828,0.0,-359236.1308032876,273.6219023208633,431.942,0.0
0.011072638917158557,0.0,-372010.98911010823,69.03136409548328,435.199,0.0
0.010953490738856096,0.0,-367715.2999916978,-5.135010849474018,430.516,0.0
0.010903597598208832,0.0,-365999.23533863225,-14.528059338762832,428.555,0.0
0.011017759006716872,0.0,-371252.215859607,16.612804255618986,433.042,0.0
0.01116329126806432,0.0,-376170.4412631119,80.8047653478533,438.762,0.0
0.011271270099735397,0.0,-384162.9245151983,121.20131643706974,443.006,0.0
0.011284500305312436,0.0,-385534.89087746036,172.78865426026147,443.526,0.0
0.011348717687767148,0.0,-396739.2805740354,49.46735389624312,446.05,0.0
0.011397338693262773,0.0,-400155.0801431888,57.614472721583994,447.961,0.0
0.011244758803175247,0.0,-390698.1301056384,50.93288138190371,441.964,0.0
0.011459139018929372,0.0,-399753.7164801154,86.05062221521558,450.39,0.0
0.011720562792591083,0.0,-412846.50755385245,156.61037816041966,460.665,0.0
0.011834520659474863,0.0,-416736.3373724403,243.8599761576929,465.144,0.0
0.0118583859149196,0.0,-424841.96259431116,72.30833422087673,466.082,0.0
0.011936673112151436,0.0,-431186.93344499834,27.98822397587208,469.159,0.0
0.01194919092204356,0.0,-430174.7536180354,100.6730388955758,469.651,0.0
0.011981681253816408,0.0,-430391.4508013523,132.63309715376252,470.928,0.0
0.011912171789130876,0.0,-429023.0358436435,38.47350800697302,468.196,0.0
0.01189868715652351,0.0,-429671.0406429136,-21.28237023413449,467.666,0.0
0.012046687360065134,0.0,-437776.08706458105,13.649641419761458,473.483,0.0
0.01210054956238551,0.0,-440980.58438907756,57.0639257658196,475.6,0.0
