placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.0010113906981477712,0.00401230561774883,-54748.78296481306,153.3430058929317,39.7517,157.69965999999997,0.00015240767347792178,0.00029716903765911754,8523.782832244673,23.018873786782326,5.990231198376237,11.679931856153956,927.0832254886627
