placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.0021251506208019542,0.00294146677182984,-60972.52750920401,193.04317802090563,83.52691999999999,115.61140999999999,0.00024159265940685993,0.00024453128854534195,8372.15567176987,33.56894843229698,9.495557885327223,9.61105776498612,990.4793412685394
