placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.001232578363525341,0.001976584571544881,-24588.57656722049,115.69653497922263,48.44526,77.68767999999999,0.00018743246333173901,0.00022504829112592964,5024.076401426545,15.236697225010817,7.3668455387906695,8.845298034413538,643.3181912899017
