placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.00044310960716466524,0.0006759706391207001,-2920.7450882617427,58.55297011587432,17.41598,26.56835,6.876717438452521e-05,7.678661740734318e-05,633.8702152208823,6.398278093744106,2.702825022009379,3.018021210578216,232.8039345741272
