placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.00011354365967840424,0.0,-49.164392313721294,4.89170788369972,4.46272,0.0,1.1756793688414191e-05,0.0,16.282445768605093,0.504996600905903,0.46208901912943146,0.0,18.221450090408325
