placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.00011677081213108085,0.0,-51.46223285877686,5.040611277239195,4.5895600000000005,0.0,1.2720504917891157e-05,0.0,14.801244877969769,0.5687784629984481,0.49996672529279385,0.0,19.009466409683228
