placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.00011542820069204155,0.0,-50.57694493879288,4.982348034338739,4.53679,0.0,1.227143019501798e-05,0.0,16.52079379459184,0.5239930738704597,0.48231629238498674,0.0,18.683327198028564
