ycf,Pf,rhoco,rhome
0.7572427722759034,60.009391088437845,0.0020967175925925927,0.0006721666666666668
0.758880877992714,62.992438858384226,0.002072486111111111,0.0006584907407407407
0.772273105025908,71.79764475138737,0.0020693379629629625,0.0006102037037037036
0.7815274593185927,79.45730185738095,0.002149222222222222,0.0006008055555555555
0.7833320749685543,82.66340553079488,0.0022575231481481483,0.0006244259259259258
0.7921689052305703,83.03314703800584,0.002347962962962963,0.0006160046296296295
0.7919621895369855,85.03060996332302,0.002375384259259259,0.0006239814814814814
0.7904416604751175,82.55092979234591,0.002418337962962963,0.0006411388888888888
0.7903610338627601,93.04807971726164,0.002397333333333333,0.0006358796296296296
0.7932366344337002,92.47390555583121,0.0023789166666666668,0.0006200833333333333
0.7922510269537786,96.8439005857398,0.002500986111111111,0.0006558240740740741
0.7956799573986554,100.0924957784828,0.0025456527777777778,0.000653689814814815
0.7995872914220657,101.14932452848022,0.002601157407407407,0.0006519675925925927
0.809409426911394,87.25141581358416,0.002700425925925926,0.0006358657407407407
0.7993541593156066,89.99477873884297,0.0026954259259259258,0.0006765787037037037
0.7922855471726462,88.17763896638834,0.0027342361111111113,0.0007168379629629628
0.7870695836175087,73.23996265167872,0.0027087546296296295,0.0007328148148148148
0.7857472362053058,76.73126830119105,0.0026969027777777777,0.0007353750000000001
0.7764303498886123,79.38911962172537,0.002743027777777778,0.0007898425925925925
0.7681515316276493,91.05776317367159,0.00277325462962963,0.0008370416666666667
0.765475094705864,101.10159243460231,0.0028298657407407404,0.0008670092592592592
0.7656768911365722,97.9749770888181,0.002784791666666667,0.0008522407407407406
0.7631958399748615,86.22447912613379,0.0027885833333333335,0.0008652407407407406
0.7664524062657706,89.57288310938617,0.002833606481481481,0.0008634351851851852
0.778766598079646,71.86715898625867,0.0029104490740740744,0.0008268055555555556
0.7862421254416982,59.780030983914834,0.0029451064814814813,0.0008006944444444444
0.7881193999333043,72.8987843369303,0.0029979259259259256,0.0008059722222222222
0.7839767153480739,100.88657442329963,0.0029591527777777776,0.0008153888888888889
0.7841289840813096,93.31232941082946,0.0029849212962962963,0.00082175
0.7865987586675988,93.69896199270919,0.003083875,0.0008366435185185185
0.7799399833131174,83.77075324738453,0.0030900138888888887,0.0008718472222222223
0.7895288496708119,92.41767810301822,0.0031978842592592597,0.000852486111111111
0.7982400572721,94.35809549702981,0.003272773148148148,0.000827212962962963
0.7978250117997232,82.72981927209526,0.0032711342592592592,0.0008289305555555555
0.7982684418839224,83.95494246586081,0.0032279351851851852,0.000815736111111111
0.7937207099067776,103.46377678637666,0.00319600462962963,0.0008306064814814815
0.8000949555163855,101.19802291550951,0.0032845787037037036,0.0008206574074074073
0.8094985317616898,98.56418359612981,0.0034382175925925925,0.0008091250000000001
0.8162914547490759,102.54288346662628,0.0035026990740740743,0.0007882916666666666
0.8193647878854498,103.76414259346804,0.003520013888888889,0.0007760138888888889
0.8215279329152341,73.30136825662747,0.0034901435185185187,0.0007582129629629628
0.8209762297154716,72.59870936491073,0.003487050925925926,0.0007603935185185185
0.8275979727476827,90.68740320199866,0.0034473287037037038,0.0007181342592592592
0.8325526893029347,96.14498767726083,0.0034669305555555556,0.0006972870370370371
0.8292085678930582,98.46514964535393,0.0035242592592592595,0.0007258888888888889
0.826666091284397,95.3934655164343,0.003458782407407408,0.0007252314814814813
0.8197510086220645,71.83801647287957,0.003355388888888889,0.0007377916666666668
0.82035125199575,72.25083320027497,0.0033421527777777777,0.0007318981481481481
0.8174226669770643,86.86462265387942,0.0033975,0.0007588564814814814
0.8224053894459649,95.80877152372388,0.003423791666666666,0.0007393518518518519
0.8230595494460861,92.98101706346105,0.003480509259259259,0.0007482361111111111
0.8238491658284447,92.00322444673347,0.003499898148148148,0.0007483287037037037
0.8330235330866663,108.14105900970914,0.0035063657407407404,0.0007028379629629628
0.8313564599678995,91.28528455005808,0.003479523148148148,0.0007058333333333334
0.8363803648863448,98.42394639644033,0.0034762407407407407,0.000680050925925926
0.8327603272804314,91.38731585655712,0.003439296296296296,0.0006906990740740742
0.8220070593855328,92.65595451524946,0.0034415,0.0007452037037037037
0.8146277693381687,91.69161140911841,0.003435949074074074,0.0007818657407407407
0.8143204749699899,101.8486525658335,0.0034860833333333332,0.000794888888888889
0.8092015740104249,82.8759214274322,0.0034606666666666666,0.0008159768518518518
