ycf,Pf,rhoco,rhome
1.0,71.52193347527002,0.0027079537037037037,0.0
1.0,74.95630751530166,0.0028737777777777776,0.0
1.0,79.72277123612793,0.002951791666666667,0.0
1.0,85.61325181187843,0.0031427361111111113,0.0
1.0,85.14906876062304,0.0033018009259259263,0.0
1.0,78.02601800975792,0.0033892083333333335,0.0
1.0,77.20578139622675,0.003498300925925926,0.0
1.0,70.36657910104492,0.003649435185185185,0.0
1.0,68.40075638384774,0.003738875,0.0
1.0,58.773384466643904,0.003723416666666666,0.0
1.0,75.5883773015959,0.003778583333333333,0.0
1.0,78.06439653774787,0.0037855509259259257,0.0
1.0,54.46205009810747,0.0038539351851851855,0.0
1.0,68.0763027658928,0.003934921296296296,0.0
1.0,63.14297781078902,0.004014671296296296,0.0
1.0,65.92244991960825,0.004049120370370371,0.0
1.0,72.57571340566935,0.004105662037037037,0.0
1.0,76.45027854298193,0.004169444444444444,0.0
1.0,79.17923702125736,0.004239601851851852,0.0
1.0,75.12503395550773,0.004303199074074074,0.0
1.0,61.284353661585484,0.004415787037037037,0.0
1.0,57.317315961787536,0.004522958333333334,0.0
1.0,42.378407436807436,0.004639532407407407,0.0
1.0,58.706257323044284,0.004691032407407408,0.0
1.0,65.62983556612123,0.004705625,0.0
1.0,75.78138276776534,0.004747828703703704,0.0
1.0,79.46041361681478,0.004764597222222222,0.0
1.0,92.3978624418973,0.004830416666666667,0.0
1.0,72.03622717844218,0.004852601851851851,0.0
1.0,80.70439995569423,0.004885814814814816,0.0
1.0,89.3091942150337,0.004881268518518518,0.0
1.0,105.9380760246637,0.004909513888888889,0.0
1.0,89.73953090844859,0.005043069444444445,0.0
1.0,92.75448672309867,0.005141296296296297,0.0
1.0,76.44924491558406,0.005181527777777778,0.0
1.0,77.21867071715975,0.005199462962962963,0.0
1.0,95.05073317419574,0.005205518518518518,0.0
1.0,82.9628897001428,0.005273796296296296,0.0
1.0,77.27922917192448,0.005369550925925926,0.0
1.0,68.34236724704836,0.0053754027777777776,0.0
1.0,60.33055926743011,0.005405902777777778,0.0
1.0,71.92246205026083,0.005392310185185186,0.0
1.0,61.022328941401405,0.0053899953703703705,0.0
1.0,72.6342186174965,0.005444337962962963,0.0
1.0,87.7875046205643,0.005519592592592593,0.0
1.0,83.52332476612042,0.005572083333333333,0.0
1.0,97.73322149006275,0.005649560185185185,0.0
1.0,88.46672416789926,0.005710976851851852,0.0
1.0,86.80653105756417,0.0057652685185185185,0.0
1.0,90.73051952361466,0.0058802037037037035,0.0
1.0,79.84856575854123,0.005981092592592593,0.0
1.0,74.63571987121747,0.006066606481481481,0.0
1.0,71.44942063070802,0.006100416666666666,0.0
1.0,63.68751539716351,0.006149712962962963,0.0
1.0,38.530325091034506,0.006244412037037037,0.0
1.0,41.994303091336114,0.0062242962962962955,0.0
1.0,38.141650230898506,0.00627536574074074,0.0
1.0,56.4608971085805,0.006361712962962963,0.0
1.0,65.20857620479738,0.006384458333333333,0.0
1.0,78.00516087770835,0.0063950324074074074,0.0
1.0,72.22844324002966,0.006352074074074074,0.0
1.0,69.75033908075255,0.006382449074074074,0.0
1.0,48.52340728401919,0.006406097222222223,0.0
1.0,54.11401150360413,0.006430226851851853,0.0
1.0,42.96857255503879,0.006428680555555556,0.0
1.0,33.30237387903816,0.006535300925925925,0.0
1.0,48.361887160613065,0.006610865740740741,0.0
1.0,45.40643306139097,0.006636055555555555,0.0
1.0,61.05704990608566,0.006702106481481482,0.0
1.0,73.44136054333278,0.006761731481481481,0.0
1.0,62.12254432724283,0.006777537037037037,0.0
1.0,68.64399268743153,0.006789750000000001,0.0
1.0,69.75686169463707,0.006840828703703703,0.0
1.0,50.043123423838566,0.006842203703703704,0.0
1.0,54.189182007444956,0.006920064814814815,0.0
1.0,48.82154506028216,0.006978879629629629,0.0
1.0,20.728941356351164,0.006989412037037036,0.0
1.0,20.220699856217486,0.007018458333333333,0.0
1.0,18.558127199196935,0.007081606481481481,0.0
1.0,2.0470582968636135,0.0071123379629629635,0.0
1.0,11.829140709720331,0.007154347222222221,0.0
1.0,20.603595641554,0.007238888888888889,0.0
1.0,32.235479402533485,0.007286574074074074,0.0
1.0,49.93126415142236,0.007292861111111112,0.0
1.0,47.471554080794235,0.0072975787037037046,0.0
1.0,47.6224273560575,0.007300782407407407,0.0
1.0,10.550149615623635,0.007330333333333334,0.0
1.0,12.803566562911627,0.0073805092592592585,0.0
1.0,27.25567707966569,0.00746586111111111,0.0
1.0,38.263236016040565,0.0075135231481481485,0.0
1.0,69.59736064019597,0.007571152777777779,0.0
1.0,50.04288052635771,0.007612032407407407,0.0
1.0,33.80411628659611,0.007614675925925927,0.0
1.0,28.186895410091722,0.007619875,0.0
1.0,9.519450826672944,0.007651893518518518,0.0
1.0,34.180213332359905,0.007633157407407408,0.0
1.0,39.630903894410565,0.007669402777777778,0.0
1.0,33.549926670717014,0.007755138888888889,0.0
1.0,58.470989542506445,0.007845930555555556,0.0
1.0,66.49340003823845,0.00791550925925926,0.0
1.0,68.82974241820227,0.00797762962962963,0.0
1.0,70.05815311583521,0.008010481481481483,0.0
1.0,51.138143087863895,0.008001277777777777,0.0
1.0,43.03257868142871,0.008055273148148148,0.0
1.0,59.37141424098737,0.008116157407407407,0.0
1.0,33.311466629313784,0.008062416666666667,0.0
1.0,14.885208818535467,0.008069189814814814,0.0
1.0,18.07939813583037,0.00806176388888889,0.0
1.0,38.561931032900134,0.008100851851851852,0.0
1.0,44.45771496089819,0.008077680555555557,0.0
1.0,44.78758116022938,0.008123101851851852,0.0
1.0,46.096079672275806,0.008109620370370373,0.0
1.0,45.542294245580436,0.008133842592592594,0.0
1.0,76.0276126450722,0.008154648148148149,0.0
