ycf,Pf,rhoco,rhome
0.0,112.44584609221059,0.0,0.0024308657407407404
0.0,104.166403979499,0.0,0.002457902777777778
0.0,96.81331585002624,0.0,0.0024956805555555557
0.0,97.64182534076652,0.0,0.0023618148148148144
0.0,96.48599536128899,0.0,0.0023559398148148146
0.0,99.05527470743765,0.0,0.002326412037037037
0.0,97.59293238277502,0.0,0.0023690092592592595
0.0,94.132733512176,0.0,0.002405324074074074
0.0,102.85070115444981,0.0,0.002485546296296296
0.0,109.64460616390882,0.0,0.0025016759259259263
0.0,102.46400137023198,0.0,0.002496027777777778
0.0,103.53207971053556,0.0,0.002502726851851852
0.0,93.28640499430996,0.0,0.0024083425925925926
0.0,94.47329939046212,0.0,0.0024488749999999997
0.0,96.12362912481706,0.0,0.0024751157407407404
0.0,94.26953451116691,0.0,0.0024181898148148153
0.0,97.56960423148443,0.0,0.002379875
0.0,96.66799782521481,0.0,0.002390152777777778
0.0,93.58884824771422,0.0,0.0024516481481481485
0.0,96.7517578685119,0.0,0.002523185185185185
0.0,104.04174854976472,0.0,0.0024713055555555556
0.0,90.45092653781224,0.0,0.002402949074074074
0.0,100.80049753506185,0.0,0.0024509675925925923
0.0,100.67246238589777,0.0,0.0024970740740740743
0.0,104.5799656461964,0.0,0.002511430555555556
0.0,95.20605034756693,0.0,0.002517337962962963
0.0,100.40245620041097,0.0,0.002514180555555556
0.0,98.9256737723399,0.0,0.002541263888888889
0.0,101.3181794595542,0.0,0.0025446851851851854
0.0,96.29504016968717,0.0,0.002479023148148148
0.0,97.11016410271874,0.0,0.0024029583333333333
0.0,95.27959945909842,0.0,0.0023907824074074074
0.0,91.99280837357121,0.0,0.0023793657407407405
0.0,88.66685113416239,0.0,0.0023275833333333334
0.0,86.08006491510119,0.0,0.002335703703703704
0.0,88.48923116797744,0.0,0.0023611157407407404
0.0,88.83816065618426,0.0,0.002406925925925926
0.0,100.94608767333145,0.0,0.002441
0.0,90.72383103738335,0.0,0.0023694490740740737
0.0,100.51694521025198,0.0,0.002384023148148148
0.0,102.64432475311999,0.0,0.002445189814814815
0.0,106.52619815032455,0.0,0.002508597222222222
0.0,110.46698004821738,0.0,0.0026461620370370367
0.0,107.57394508371686,0.0,0.0026101851851851854
0.0,103.81520779655028,0.0,0.0025931805555555556
0.0,109.55930277179691,0.0,0.0026735555555555558
0.0,104.95939588207591,0.0,0.0026621620370370375
0.0,106.86495090071435,0.0,0.0027305046296296296
0.0,119.40116740418995,0.0,0.002712625
0.0,121.55948397982534,0.0,0.0026164907407407404
0.0,99.27407942321935,0.0,0.0026384490740740743
0.0,102.3563242666846,0.0,0.002616944444444444
0.0,99.86466726686498,0.0,0.002491324074074074
0.0,104.07410538346723,0.0,0.0024622083333333336
0.0,94.95765272269765,0.0,0.002420439814814815
0.0,96.78784154577897,0.0,0.002410384259259259
0.0,101.42185053796791,0.0,0.002420032407407407
0.0,93.70548774211842,0.0,0.0023603194444444444
0.0,91.49621064950809,0.0,0.002416449074074074
0.0,98.15472043117535,0.0,0.0023845416666666663
0.0,99.9789830247073,0.0,0.002445939814814815
0.0,93.83679099882345,0.0,0.0025904907407407413
0.0,98.93021586072027,0.0,0.0026070185185185185
0.0,102.83771864131275,0.0,0.0025860185185185183
0.0,96.69053172375621,0.0,0.00250325
0.0,104.91059840043123,0.0,0.0024587453703703703
0.0,106.5867776336541,0.0,0.0024342685185185183
0.0,89.84855481171154,0.0,0.0023798425925925923
0.0,94.47394262832616,0.0,0.0024257546296296297
