T_res,P_res,yco_res,yco_sim,P_sim,E_sim,rhoco,rhome,yco_s,P_s,rhoco_s,rhome_s,E_s,time
30.0,10.0,0.5,0.4967274640551441,10.269310708294794,-15.715691855048616,0.0001254325397302,0.0001270852870599,0.0629728533755978,1.3955901015376186,2.4139408626021455e-05,2.092425852270689e-05,5.106381634335742,184.5933003425598
30.0,20.0,0.5,0.4976319388332934,18.911447458199603,-35.58019530528727,0.0002382222320583,0.0002404894692381,0.0471997801261387,2.4202352847285957,3.911203454610001e-05,3.656109773953388e-05,7.62199730039486,403.2245285511017
30.0,30.0,0.5,0.4645086587674926,27.0110233381091,-48.94567793599883,0.0003329115285084,0.0003837845378076,0.0362929009147588,2.541854016470494,4.522229379140604e-05,3.508184294169123e-05,9.23579845672007,751.859316110611
30.0,40.0,0.5,0.5030601407230898,37.82466804732997,-67.2806476520835,0.000503190041084,0.0004970681792567,0.0406262243607373,4.637783266122234,6.790233543000443e-05,3.796301682514353e-05,7.156216166654885,1005.0261595249176
30.0,50.0,0.5,0.5044349200972654,47.21395998414139,-91.05627738501497,0.0006558187122401,0.0006442869824918,0.0166736517931016,5.872305434828019,3.5094560401406866e-05,3.396088668310967e-05,5.0652482597510256,1429.184612751007
30.0,60.0,0.5,0.4797754195495547,59.51231790538992,-126.41764970045726,0.0008685870282102,0.0009418163247287,0.0203523585095278,4.264350304708097,8.210175047759712e-05,3.686095986842369e-05,6.598426656547178,1749.5832812786102
30.0,70.0,0.5,0.4915584278378666,68.26075399023624,-140.45744988250559,0.0010020501520324298,0.0010364667267035838,0.026176798620683773,7.721552189342927,8.843932603096758e-05,7.493800986532096e-05,12.417969092868876,258.4995496273041
30.0,80.0,0.5,0.48594846755503457,74.01427834144515,-155.20144730248802,0.0011091670905029377,0.0011733117412207627,0.028570861945810027,9.331588843208653,8.774613413518822e-05,8.438623629944125e-05,10.158484249714645,336.0287640094757
30.0,90.0,0.5,0.49158847548363604,85.13442354510936,-185.02689772430261,0.0013351266338318946,0.0013808170882384128,0.02533311339094279,10.339954077312761,8.71541323304791e-05,0.00010817680095152945,10.217321238168061,343.9074230194092
30.0,100.0,0.5,0.4902503842061043,90.87006486396604,-209.11761682728797,0.0014930949914177245,0.0015524813906091742,0.021830469894968636,11.162116398817197,0.0001255264270992687,8.32697526077279e-05,14.266417223755148,381.7047212123871
30.0,110.0,0.5,0.4840080937286842,103.96005056298245,-245.9948739289747,0.0017744537680622406,0.0018917117177094274,0.016214192782496233,14.648429719867202,0.0001291089514119866,0.00010541230814529007,13.681175813434049,441.55693531036377
30.0,120.0,0.5,0.4734902031382368,113.64909743673321,-265.2093092553534,0.001896876111132303,0.0021092809298371477,0.020369091173297913,13.991026956168708,0.00014726520743530891,9.296290669912398e-05,12.041337076973273,492.28124594688416
30.0,130.0,0.5,0.4785326994883664,131.97225105199357,-309.5379004888242,0.002269053808924075,0.002472636385601989,0.01507734095544372,16.321124667038426,0.00010223869496823517,0.0001373420298124984,11.838549806923751,574.1803646087646
30.0,140.0,0.5,0.4896674751005105,134.25271537288796,-338.8123590600921,0.002518535830845897,0.002624823609821334,0.00916530259336604,18.885008325294997,8.546125882973031e-05,8.546396900106285e-05,8.686738599492722,609.7453334331512
30.0,150.0,0.5,0.48085023152950446,136.1629271246065,-382.8295839364796,0.0028368655741448316,0.003062820831581199,0.013627762557788942,19.70927344570204,0.00010525336185761552,0.00010584176737821668,6.831578021690582,705.7140016555786
30.0,160.0,0.5,0.4908875595900291,153.99638079727475,-417.36817834141584,0.003170189619814989,0.0032878873020418453,0.00928224320845484,23.712981358459672,8.309562193061683e-05,0.0001044729971396793,9.188197747129282,764.1860995292664
30.0,170.0,0.5,0.49155706748719175,163.18123641339267,-444.3943635976788,0.003375335743683164,0.0034912845674389273,0.008435269350276876,25.790782992350696,0.00011373795343563742,6.465719212153219e-05,8.996568789326966,795.3682417869568
30.0,180.0,0.5,0.5044045518923981,177.30836886690878,-488.491185300965,0.003886948367310213,0.0038190652932076526,0.007490455785320161,26.75990951703828,0.00010198481110846809,8.142452704693414e-05,9.12262425680926,875.2856419086456
30.0,190.0,0.5,0.5117774008464733,172.59012143697746,-491.2789443410847,0.003933249989999975,0.003752220262290238,0.007851286435431109,33.803705902523916,7.507892901230972e-05,7.265642499074635e-05,5.222112123397808,885.4905405044556
30.0,200.0,0.5,0.48471802675182146,211.1048764511288,-517.3225383981942,0.003956908599256211,0.004206411889920007,0.01167938048872066,23.88783780402242,0.00016147390144767598,9.8655402130453e-05,11.325549293859732,921.3856039047241
45.0,10.0,0.5,0.49918812078698727,9.967864697708418,-15.977126771753905,0.00011609716921301357,0.00011647480992379437,0.06884999190966996,1.5889167920739893,2.419949949974904e-05,2.3912777099119866e-05,6.089945321201099,33.09245681762695
45.0,20.0,0.5,0.488575835036679,19.92463630812116,-32.511389251319024,0.00023057727115205807,0.00024136025546496728,0.05147699077573746,2.499515250937786,3.703780832028835e-05,3.207329830821987e-05,6.889396619224241,63.02256727218628
45.0,30.0,0.5,0.4950498756599935,29.206653455058937,-49.191201991487034,0.0003541727701711455,0.0003612556898379947,0.043331986996217424,3.1181561268610825,4.180340536170806e-05,4.61372097653424e-05,7.746847458499352,93.8406388759613
45.0,40.0,0.5,0.483385412337349,39.08709639494681,-65.8740161761686,0.00047168278387624475,0.0005041074899664894,0.03721044448853882,4.477304402977754,5.228131162023226e-05,5.318370310514824e-05,8.081701866477319,127.72446370124817
45.0,50.0,0.5,0.5009595603183342,48.59946449046933,-86.64599101002611,0.0006352668393746106,0.000632833202415052,0.030116517242342218,4.978822839508586,7.223538635973482e-05,5.0685250837600365e-05,10.014035433228534,165.98122453689575
45.0,60.0,0.5,0.5041078551689911,59.07563026648368,-107.04070758466794,0.0007928856288461204,0.0007799635555418567,0.025583879938299102,6.299237538436567,6.911184157997359e-05,6.126737152204359e-05,9.457422984773821,201.43958067893982
45.0,70.0,0.5,0.48613391756773094,69.23417179171949,-125.14363183200129,0.000910281744955657,0.0009622099945840582,0.020787588104805695,7.549765665986533,7.11392139868588e-05,7.273540514856333e-05,10.444459988783063,237.06947016716003
45.0,80.0,0.5,0.500496017376814,76.80633585204598,-145.77370129350663,0.0010746337788323805,0.0010725037437891215,0.023440057658602388,9.225958517258482,0.00010554983604248768,7.737516249139767e-05,13.472504890234152,272.67267751693726
45.0,90.0,0.5,0.48886482711160834,83.57976867888203,-163.56053792814666,0.001198902162987999,0.001253518417301138,0.026415588700869106,8.778777778619865,0.00012185041038750197,8.660192145803297e-05,12.945233166084968,318.6787166595459
45.0,100.0,0.5,0.48116383088848835,92.91275523443986,-187.1199543036524,0.0013463844950437058,0.0014517985948147999,0.019627838727267956,9.786146011716163,7.984301235148638e-05,7.166244964491045e-05,7.496408801820337,353.27195739746094
45.0,110.0,0.5,0.48456552436307604,105.07682646087812,-214.23672498578972,0.0015564715566098774,0.0016556256280912808,0.0159001846845394,12.655734069332134,5.938857601746457e-05,9.323332403764713e-05,8.760735136196448,413.39444518089294
45.0,120.0,0.5,0.4964874698717688,110.86430765894804,-240.0851932660231,0.0018013851920470334,0.0018268739310125866,0.01904710932312629,12.765690743818327,0.00013968039898903944,8.985928529186467e-05,13.948264914927815,456.69087171554565
45.0,130.0,0.5,0.4978821228372529,128.57037952555518,-292.23395630464694,0.002190510380610319,0.002209146245193757,0.012954203701513303,14.866435505094579,0.00011327107029769211,8.391122918076175e-05,11.775693697537857,519.7729058265686
45.0,140.0,0.5,0.4950920785696892,126.48508959913212,-292.14427616770945,0.002206093136034063,0.0022498317949553822,0.016644668807423563,13.56934220029645,0.00010526158518737822,0.00011805243987839707,11.039262290132399,553.6278374195099
45.0,150.0,0.5,0.4863890271032692,149.5579563750648,-330.2228467057388,0.002474097446385706,0.0026125663320313384,0.012389333896216922,18.24072667015231,0.0001265511598000116,0.00011623055287062862,16.211083460446215,628.6982638835907
45.0,160.0,0.5,0.5043899997822947,148.31866258352835,-340.70380582853386,0.002645040111591732,0.002598997463961682,0.014388669209112515,16.99270842483466,0.00020873046542405215,0.0001318272083770389,21.022943584048953,673.4316504001617
45.0,170.0,0.5,0.5047164576467076,176.06112485115995,-402.0522798024395,0.003158863612911007,0.0030998259246553597,0.01354687939010327,23.883615800448176,0.00020740869486728073,0.0001046481275532091,20.932510417326075,710.8447155952454
45.0,180.0,0.5,0.5046540144819728,172.33302064679629,-418.4010707384788,0.0032721582905334895,0.003211805368989479,0.015586850287987737,23.238520294655242,0.00012092481897158102,0.00010174501364194141,9.13040338300112,759.8444817066193
45.0,190.0,0.5,0.4950587154119843,197.816203720174,-443.029098466391,0.003462945602754129,0.003532074371537789,0.011133903168907828,23.768646949684822,7.832238528531655e-05,0.0001752660393249545,9.31996151933109,827.2040929794312
45.0,200.0,0.5,0.5197093560951171,203.41652294595775,-469.74796689951575,0.0038165755646288302,0.003527097432342041,0.013697192329048563,27.953775376325627,7.971944012797381e-05,0.00016033856977375112,9.838451853193202,848.9546363353729
60.0,10.0,0.5,0.5017055247463348,10.041590310855174,-14.424918182765113,0.00011181358029091095,0.00011105337009287156,0.0724630454490831,1.6232820761979028,2.4380771684998397e-05,2.26874423490808e-05,5.224346404058346,31.322282314300537
60.0,20.0,0.5,0.5010426741118165,19.852157043722617,-30.341894521473993,0.00022550529228814093,0.0002245667353847264,0.048174738593229106,2.5109243198450404,3.5024446066177e-05,3.237810283227146e-05,7.1876682048066005,59.7353081703186
60.0,30.0,0.5,0.4941118283711885,29.553944053745337,-44.985160734636644,0.0003359042601562732,0.000343909986071271,0.04293906234744134,3.3389131643850978,4.361347671861817e-05,3.802066530298404e-05,7.437198833771459,89.43566870689392
60.0,40.0,0.5,0.5025413655815615,39.57707347043494,-63.0474940980364,0.00046821340739880754,0.0004634778711031559,0.03476415986431813,4.120860462910091,4.72861060513874e-05,5.061300143453111e-05,7.6979511764873125,122.05008697509766
60.0,50.0,0.5,0.4842058392719345,48.98570729286089,-79.47740730304517,0.0005793799786296957,0.0006171772118016872,0.030290915052450164,4.839938010412689,5.370048836425588e-05,5.434572141362751e-05,7.9074037254715615,152.92832231521606
60.0,60.0,0.5,0.49471523684309776,59.62227909152483,-98.61798248724718,0.0007280545388564504,0.0007436093288310487,0.03178115748076706,6.794042770140817,7.620296162015369e-05,6.591155193485207e-05,9.522892492021459,186.32476615905762
60.0,70.0,0.5,0.4944999478012861,67.81617978977535,-112.79939668097572,0.0008422383248965972,0.0008609738364827389,0.027153706798207083,7.64026637552576,7.314086910136567e-05,6.949794923975622e-05,10.577554416237776,219.4490098953247
60.0,80.0,0.5,0.49508041916568185,78.58258928390174,-136.59469878666718,0.0010008696564923457,0.0010207608054415532,0.026008669490985025,8.127054980985282,8.025058972849313e-05,6.921385336946587e-05,10.61511178556837,254.3153612613678
60.0,90.0,0.5,0.4921968590426959,85.93166364972136,-153.75459380349332,0.0011259078941043294,0.0011616075042957688,0.019054635796477697,9.816334397721306,7.270012462305415e-05,8.830134704756954e-05,11.469988306955868,289.18829011917114
60.0,100.0,0.5,0.4876990214923044,97.02572382368265,-176.29825640992865,0.0013123512398910133,0.0013785527440361343,0.021635631387533896,9.250879613900086,9.305996281599503e-05,7.100343011961524e-05,11.121805363800448,334.5512788295746
60.0,110.0,0.5,0.4868730975837227,110.77160058163511,-196.25184215009995,0.0014665457083309318,0.001545626694722709,0.01801354261739088,11.641078356247949,0.00010182683090640452,9.055278167850801e-05,13.88421899825563,374.2451205253601
60.0,120.0,0.5,0.4929488208659489,113.05167591152079,-213.8710784142768,0.0015904572383548276,0.0016359572919830631,0.020034535622489563,12.900537076544605,0.0001311370680183321,9.237594689772024e-05,17.597040285690415,404.0761523246765
60.0,130.0,0.5,0.5024743115113552,120.49615099553174,-241.69364009570606,0.0018434629604426574,0.0018253075979921443,0.017809930277391705,13.943839446523395,0.00010552954992926322,0.0001011729642156951,9.065287279683297,454.0441572666168
60.0,140.0,0.5,0.5030667685358798,133.01775768881973,-261.2983690977826,0.002025340652001201,0.0020006471068319477,0.016855222566619508,13.818048919652648,0.00010751649601695897,8.235772166320112e-05,8.309546166056547,514.1521270275116
60.0,150.0,0.5,0.4956603165514834,142.7181239866118,-275.3758705620469,0.0021276286217176087,0.002164884921671164,0.01478878385971892,16.295830510108047,8.354767948041627e-05,0.00011396466674024206,11.318952469527142,538.5541372299194
60.0,160.0,0.5,0.4902167221911287,150.64130082999367,-303.17307171729357,0.0023256059473461743,0.0024184303983569677,0.010395842055680343,17.829452542876137,7.659825706501457e-05,8.473264692184323e-05,9.371545043187243,571.9175956249237
60.0,170.0,0.5,0.5004571244750837,164.6196002916741,-336.46157330513387,0.0026315738906495904,0.0026267664585057525,0.011169191207240865,20.314362524727755,8.464645173481029e-05,8.966275317597922e-05,9.911621294654129,640.9175643920898
60.0,180.0,0.5,0.4869103565419697,171.02667019522346,-349.27478253288626,0.00268622512856099,0.0028306530656892256,0.011179749811146673,18.029159262197904,0.00012086469935587983,6.891612376702162e-05,9.144910330692003,662.321713924408
60.0,190.0,0.5,0.4883105764687146,189.52213736968935,-368.7180945609992,0.0028409008491650373,0.002976914668388165,0.012358525610848237,19.01658366270648,7.168925553287025e-05,0.00014333311843906118,12.013288908216007,720.7170853614807
60.0,200.0,0.5,0.5228099320946513,205.74745114039735,-432.09338872644037,0.0035433259110580306,0.003234138887404396,0.014180881431927935,21.15255659733423,0.00011569975708716025,0.0001222101808912716,8.578981633886466,774.4493863582611
