,rhoco,rhome,En,P
0,0.0007996289062499998,0.0011868554687499999,84546742212.35887,9274874581.134253
1,0.0007942578125000004,0.0011929882812499997,84514071562.9282,9274866514.391312
2,0.0007947656250000001,0.0011981640624999996,37135731998.796745,4080982626.330143
3,0.0008155078124999999,0.0011999023437499997,561951.6991197807,62629.68501901434
4,0.0008268164062499999,0.0011946484375,253769.83922068521,28409.122647163727
5,0.0008359179687500002,0.0012070898437500002,208490.3127995839,23585.33574418494
6,0.0008247265624999998,0.0012257421874999998,77239.60195288958,8794.948553516435
7,0.0008255664062500001,0.00122751953125,75777.1570651294,8639.448827799852
8,0.0008196289062499999,0.0012280468749999998,75885.00198369924,8628.289796426194
9,0.0008228906250000001,0.0012335351562499997,75523.15285981497,8623.87749122137
10,0.0008212304687499998,0.00123357421875,72741.52284736141,8298.30304764532
11,0.0008318554687500001,0.0012358984374999998,72033.59659508136,8268.942409072579
12,0.0008410351562500001,0.00124017578125,71563.74025359275,8268.606460781837
13,0.0008505859375,0.0012429687500000001,71139.82208127141,8268.606451704925
14,0.0008557421875000002,0.00124560546875,70858.11779289361,8266.356505532143
15,0.0008570117187500001,0.0012547265625,48586.347420421036,5702.998186288187
16,0.0008560546875000003,0.0012631054687500002,42166.17511267234,4971.09798136605
17,0.0008693359374999998,0.0012676953125000002,41811.49775122217,4970.946282888098
18,0.0008762304687500003,0.0012699218750000002,41630.77121288123,4970.885712247193
19,0.0008692968750000001,0.0012779882812500002,41371.25795839596,4942.648173938153
20,0.0008612109374999999,0.0012798437500000002,29929.68987673301,3570.07104304728
21,0.0008555078125000003,0.0012798437500000002,29990.74310779186,3567.840609904722
22,0.0008641601562500002,0.0012788867187500002,19392.627745624097,2322.253277066733
23,0.0008724023437499999,0.0012817968750000004,-124.98992349626053,8.952157805119462
24,0.0008806835937500001,0.0012871484374999997,-132.2671822966288,8.033430833849572
25,0.00088421875,0.0012938085937499997,-135.7871020207952,7.5977384546930375
26,0.0008869335937500001,0.0013000781250000005,-137.06892797361735,7.643570713076616
27,0.0008965039062500002,0.0012977343749999998,-138.97264806886062,7.797913459939899
28,0.0008984375000000001,0.0013007031249999998,-139.90103730297727,7.7745464395527755
29,0.0008993750000000003,0.0013056054687500002,-139.39042758895374,7.9251677378944825
30,0.00089306640625,0.0013102539062500001,-139.42619470519045,7.660545202604668
31,0.0008950585937499999,0.0013187500000000003,-139.64911141769318,7.667006013150793
32,0.0008994335937500002,0.00132337890625,-141.1344688497323,7.714863768866759
33,0.0009023242187500001,0.0013313476562500002,-141.46202320262626,8.255543589776552
34,0.0009056445312500001,0.0013405664062500005,-141.29035996104253,8.543370315464589
35,0.0009142382812499999,0.00134369140625,-141.97399834237268,8.530274101810038
36,0.0009217187499999999,0.0013583203125000002,-142.01289009732827,8.835934074463754
37,0.0009185156249999997,0.0013757812499999994,-142.16945541237047,8.976943000963535
38,0.0009241992187499998,0.0013908593749999997,-143.20604230648036,8.856784690453999
39,0.0009349804687499997,0.0013950390625000002,-145.8115456356897,8.635473011985564
40,0.0009350390624999998,0.0013986718749999995,-147.40559742075783,8.439127523811157
41,0.0009362304687499998,0.00140271484375,-148.8259394807874,8.28626646270235
42,0.0009457812500000001,0.00140302734375,-149.6136582254105,8.381478918494867
43,0.0009640234375000003,0.0014009960937499994,-151.92711973528878,8.366662367848194
44,0.0009719726562499999,0.0013976562499999998,-153.1554732717696,8.614818224697032
45,0.000966640625,0.0013936914062499994,-153.19506606872298,8.741725810740972
46,0.0009720507812500001,0.0013864648437500002,-152.24199897949129,8.756806474047837
47,0.0009768359374999998,0.0013778515625000002,-152.90399995020505,8.517640182676566
48,0.0009825195312499998,0.001368359375,-153.38743090865526,8.508751955769732
49,0.0009921679687499999,0.0013677343749999996,-154.79268261043524,8.5308893358533
50,0.0010029882812500005,0.0013783984374999996,-155.62486898007123,8.483614124362154
51,0.0010024609375,0.0013835937499999994,-156.16682308923538,8.326526679710271
52,0.00099974609375,0.00138341796875,-156.26824801466068,8.100846526433712
53,0.0010097070312499999,0.0013899023437499998,-156.91386958829474,8.129114115726596
54,0.0010114062500000002,0.0013903125,-155.53605470699827,8.323822799540114
55,0.0010142773437499999,0.0013901562500000003,-154.80234666865454,8.429551160833952
56,0.0010329101562499999,0.0013967578125,-156.0121879938854,8.599289683023308
57,0.0010458984375000002,0.001402890625,-156.55897677843836,8.713025340807635
58,0.00105220703125,0.0013953710937499996,-158.1354160824443,8.526491896266345
59,0.001054921875,0.00139427734375,-159.29887732779585,8.71958275778389
60,0.0010654296875000002,0.0014040234374999995,-160.35791827565552,8.925018932328175
