,rhoco,rhome,En,P
0,0.0008253710937499997,0.0011636328124999997,80579.49356185753,8909.699350781413
1,0.0008282617187500001,0.00116142578125,80201.24260200822,8868.925202918426
2,0.0008379492187499998,0.0011539062500000002,80094.6458377719,8866.492298119276
3,0.0008412304687500001,0.0011522851562500002,64358.980924681266,7134.253297214824
4,0.00084666015625,0.00115171875,37168.9706713085,4142.578096369963
5,0.0008546484375,0.0011453710937499998,36801.12609357929,4104.569685411734
6,0.0008741210937499998,0.00113279296875,35163.08174437356,3934.1030530034054
7,0.0008841992187500001,0.0011263476562500005,35047.50077952989,3927.32603267288
8,0.0008896875000000003,0.0011281445312500001,34896.386087345985,3924.253998770896
9,0.0009013671875000002,0.00114146484375,34463.52497582717,3923.3496899853994
10,0.0009085742187500001,0.00115068359375,34185.07975608716,3923.0018183100788
11,0.0009112109374999999,0.00115234375,34101.44308287419,3921.4144582341482
12,0.0009126953124999998,0.0011515429687500001,33968.488686897224,3906.976843333445
13,0.00092203125,0.0011516601562499998,33538.19908263803,3875.0026443254014
14,0.0009218359375,0.0011526953124999999,33492.54124711333,3871.1336255961414
15,0.00092470703125,0.0011690429687499998,33182.95375780927,3871.3879604059607
16,0.0009335351562499999,0.001183359375,32814.916096453155,3871.177302782958
17,0.0009375390625,0.0011921679687500002,32542.408394685543,3861.92457585372
18,0.0009417187500000002,0.0012047460937499998,31891.526533768883,3814.6964045862765
19,0.0009460351562499999,0.001200234375,31190.27547857467,3730.459857275479
20,0.0009442187499999997,0.0012031640625,31144.317763776096,3726.869481505506
21,0.0009486132812499996,0.0012160351562500002,30891.85340107964,3726.7167111764516
22,0.0009550195312499999,0.0012281835937500002,30627.510526234655,3727.033208153013
23,0.0009534960937499999,0.0012362890625000002,30533.61410191654,3727.188168273837
24,0.0009491015625000002,0.0012472265625,30441.157718068032,3727.184567533992
25,0.00094267578125,0.0012510742187500001,30475.767729151583,3727.0531904501195
26,0.0009355273437499997,0.00126830078125,30335.094454372833,3727.332397658598
27,0.00093849609375,0.0012772265625,30170.38008602901,3727.3517264041125
28,0.0009497070312500001,0.0012777734375000003,30007.086931466572,3727.0017030914432
29,0.00096078125,0.00127064453125,29951.296600869053,3726.8081633727534
30,0.0009698046875000001,0.00127912109375,29715.38111340644,3726.8530889641193
31,0.0009668164062500001,0.00128142578125,29723.75381711391,3726.9286786340144
32,0.0009750781249999998,0.0012840039062500005,4110.504045589982,540.0060623648259
33,0.00098046875,0.0012754296874999999,-60.74550721674668,19.889966727788234
34,0.0009814843750000002,0.0012697070312500003,-104.91931224915189,13.883494228631182
35,0.0009792382812500002,0.0012771679687499998,-124.32526935405262,11.356847568901074
36,0.000982265625,0.0012733984375000002,-148.58701198206748,8.297062630915626
37,0.00098740234375,0.0012604296875,-148.5022808901276,8.433685522953379
38,0.0009922656249999997,0.0012553320312499998,-148.24717899256274,8.593711610458662
39,0.000997421875,0.0012628320312500002,-148.2855794189175,8.759541865940145
40,0.0010061718750000003,0.0012762304687499997,-149.94526912144912,9.016057865725525
41,0.0010089453124999999,0.0012782421875000003,-152.75559635460561,8.75221738246932
42,0.0010190625,0.0012752734375000001,-153.874869396311,8.57548606327945
43,0.0010246484375000004,0.0012723828124999996,-155.57976475405437,8.646078011444581
44,0.0010266015625000004,0.001265234375,-156.675101043763,8.630358019682447
45,0.0010319335937500006,0.0012750781250000002,-159.0594723918033,8.45621281692701
46,0.0010345703125000003,0.0012832226562500002,-160.5115158430489,8.293478031220621
47,0.0010488281250000003,0.0012871875,-161.13266158914132,8.455670122792075
48,0.00104921875,0.0012884570312499998,-161.10626685188075,8.577957158412863
49,0.0010474804687499997,0.0012839648437500003,-159.8752631721589,8.789566571658089
50,0.00105130859375,0.0012885742187500005,-159.22605842060312,8.998356472537898
51,0.0010623632812499998,0.0012845312500000005,-160.17594019698655,8.984361996517752
52,0.0010688671875000002,0.0012909374999999998,-160.83961571071788,8.9426844872043
53,0.0010767382812500001,0.00129732421875,-160.95631313771867,9.137097685009227
54,0.00109091796875,0.00129724609375,-162.9818299537171,9.176022493437442
55,0.001094453125,0.0012966210937500006,-164.89741402045738,8.860352275719896
56,0.0010959375000000001,0.0013034570312499998,-165.6099645807872,8.798529833171672
57,0.0010937890625000001,0.0013080468750000002,-165.888765239401,8.832857821574654
58,0.0011037890625,0.0013049804687500005,-166.9592175636491,8.679890059578884
59,0.0011074999999999998,0.0013039843750000007,-166.437875177563,8.685963648336568
60,0.0011149414062499997,0.0013077343749999999,-167.30921629511838,8.669238565389321
61,0.00112142578125,0.0013048242187499997,-168.11388904641387,8.663896894963925
62,0.0011278906249999998,0.0013098242187500001,-168.78551315415748,8.367148060733838
63,0.00112662109375,0.0013107617187500002,-169.87783293123073,8.306560067508817
64,0.0011310351562499998,0.0013086718750000002,-168.908665678931,8.273527582013498
65,0.0011328906249999998,0.0013129882812500007,-169.59446656793654,8.17349937347893
66,0.00113943359375,0.0013194335937500006,-169.61912202675532,8.367826079136556
67,0.0011460156250000001,0.001331484375,-169.57683279186804,8.431034448895595
68,0.0011551171875000001,0.0013457812499999998,-168.68320606935916,8.402336251410938
69,0.0011658398437499997,0.00134265625,-168.71794221410696,8.474802771761839
70,0.0011755859374999998,0.0013432617187499995,-169.09316973670676,8.427322719148183
71,0.0011781835937499999,0.0013443359374999996,-170.5204374217782,8.316384201460103
72,0.0011709570312499998,0.0013477148437500003,-170.07285437792302,8.352046176174447
73,0.00117767578125,0.0013358984374999998,-170.99342974706815,8.082758732987326
74,0.0011921484374999998,0.0013319335937500001,-172.19088202528627,7.9743474487276735
75,0.0012015625000000002,0.0013297851562500008,-172.63131444141288,8.096389813130264
76,0.00121369140625,0.0013256054687500003,-172.6960585930098,8.206955197204518
77,0.0012202539062499999,0.0013251562499999997,-174.24710924346684,7.858394670852332
78,0.0012218164062500001,0.0013291406250000005,-174.79215550489428,8.012952688343246
79,0.0012156250000000001,0.0013372265625,-175.0014987950261,8.385293598095494
80,0.00122400390625,0.0013298828124999995,-177.78444296204648,8.128624204462097
81,0.00123333984375,0.0013276171875000009,-177.8761002919629,8.448197082880968
82,0.0012415039062499999,0.0013171093749999995,-178.0784022175346,8.353033356757155
83,0.0012356640625000002,0.0013088281250000003,-178.06982969797784,8.269835425270523
84,0.0012357617187500002,0.00132287109375,-177.50110758525366,8.37448369367832
85,0.00122970703125,0.0013248242187499997,-176.9782098071815,8.515874491379183
86,0.00124271484375,0.0013330468749999996,-177.22749163737757,8.92618940394274
87,0.0012527148437499998,0.0013386718750000005,-178.91610699143018,8.596869696882159
88,0.0012419531250000002,0.0013416601562499996,-179.06419960581675,8.257626068455908
89,0.0012471093750000002,0.0013425781249999998,-180.31595529613944,8.286548848522324
90,0.00125396484375,0.0013466015624999997,-180.56579949929917,8.849164233811953
91,0.0012654492187500002,0.0013522070312499998,-180.12031480094925,9.261595995731305
92,0.00127111328125,0.0013447070312499999,-179.48846656653652,9.335482460647206
93,0.0012770312500000004,0.0013384960937500002,-181.07767683375263,9.156807584109988
