yc0,P0,ycf,Pf,rhoco,rhome,ycf_s,Pf_s,rhoco_s,rhome_s
0.6,5,0.5971751712265179,-97.13797741030943,6.895467999999997e-05,4.651341600000001e-05,0.046566555207586735,61.14373050285372,8.535794752077863e-06,7.178450478685772e-06
0.6,10,0.5981816408020204,9.985899906426553,0.000139601832,9.377516e-05,0.044043970481518036,0.9294310541897838,1.6841449333468186e-05,1.3522405660473288e-05
0.6,15,0.6005473505284683,14.892110510231591,0.00021124851200000002,0.00014051144799999998,0.041908763156869484,1.3106527013062514,2.506825418336618e-05,1.832495169803446e-05
0.6,20,0.5976542721021533,19.81877814272093,0.000284008088,0.00019119656,0.04038105241909155,1.7836008878001952,3.2532668681069743e-05,2.5043324803036833e-05
0.6,25,0.5950023433371946,24.709235548347213,0.000357539112,0.000243364592,0.03853975440249379,2.257791387826157,3.978882390837226e-05,3.1055142628581444e-05
0.6,30,0.5960834924327988,29.57154232053948,0.00043506872799999995,0.000294810112,0.03777131552556074,2.5969415131301194,4.782422532949192e-05,3.6071463785150937e-05
0.6,35,0.5926123164150677,34.26917089533282,0.0005084501599999999,0.00034953092799999995,0.034953247213387245,3.0814726061377016,5.449296035627355e-05,4.0904361818109524e-05
0.6,40,0.5929949548758405,39.209774517468624,0.0005893479599999999,0.000404501912,0.03640850081382466,3.6747150706312888,6.678711579409909e-05,4.6404228894792075e-05
0.6,45,0.5959250061365103,43.7250549942413,0.0006735839839999999,0.00045673271200000003,0.03441980235626045,3.929895512184127,6.927614022873781e-05,5.170475970481882e-05
0.6,50,0.5909783021401809,48.563565103355806,0.000748976824,0.0005183739759999999,0.032922630844954184,4.4794877949511545,7.65584619542022e-05,5.6584094760837366e-05
0.6,55,0.5896069537376084,53.72539136761744,0.0008403906159999999,0.000584949792,0.0315941805763537,5.216636874245165,9.017576884820302e-05,6.109441904767355e-05
0.6,60,0.5893864424660047,58.27465388349755,0.0009280786960000001,0.000646573568,0.029908847420605802,5.391796193371694,9.12277833681581e-05,6.360072942554492e-05
0.6,65,0.5880576851685394,62.7391616521956,0.0010179382640000002,0.00071307944,0.03033975356150656,5.82954547172362,0.00010068653593371014,7.087147157680867e-05
0.6,70,0.5861648157721489,67.50029514757897,0.001105684488,0.0007806185759999999,0.028935943061489867,6.675264003555679,0.00011175964455155473,7.042615428912915e-05
0.6,75,0.585223892189295,71.64138286296586,0.0011912399840000002,0.00084428864,0.028445207110431206,6.90736594202958,0.00010941671931093411,8.284072064799051e-05
0.6,80,0.5842419804481005,76.52396499567442,0.0012866365439999999,0.000915595728,0.028647801303014014,8.044852896413182,0.0001269971067430753,8.122886128143135e-05
0.6,85,0.5856404199343797,81.97605433914086,0.0014126595760000002,0.0009995024400000002,0.02949593028239318,8.969943475173533,0.00013415031391943974,9.291272581392928e-05
0.6,90,0.5803585666254004,84.9538781691014,0.001478384984,0.0010689798159999998,0.02715969771710942,9.264449923233437,0.0001329400414266512,9.376032247708057e-05
0.6,95,0.5814146818823898,91.67315676665837,0.001620260416,0.001166494832,0.024527954150104284,10.88001551203825,0.00014741163843752275,0.0001058707626582324
0.6,100,0.5796222548192237,94.94238038034028,0.001694912896,0.001229255184,0.02692353318231421,11.079158318226305,0.00015377036837579985,0.00011561034639196504
0.6,105,0.5803786588163029,99.35736458790137,0.001802448088,0.00130319348,0.022417402857466646,11.602507687136212,0.00016912363061852788,0.00010640392379976218
0.6,110,0.5820700027560963,104.44061201621491,0.0019958981279999998,0.001433067664,0.022730370659513815,13.036229159290652,0.00016803579261597695,0.00010541476355782003
0.6,115,0.5809288936466279,110.80555477787185,0.00214107872,0.001544533656,0.0230704291063711,13.794578085376347,0.00019889252219313223,0.00012647247347957443
