yc0,P0,ycf,Pf,rhoco,rhome,ycf_s,Pf_s,rhoco_s,rhome_s
0.8,5,0.7976546959653522,-8951736.184031747,9.201504e-05,2.3341944e-05,0.03980069135793991,816053.0528066601,9.711966502742892e-06,5.2286109938361255e-06
0.8,10,0.7974920245187358,-25549.050783103852,0.000185136976,4.7012023999999995e-05,0.036144825680218165,15229.223136443048,2.0654754393297054e-05,9.435564191685836e-06
0.8,15,0.797507907081528,1.4748468982711644,0.000282123456,7.163285599999999e-05,0.03489542538318641,13.584872028315457,2.8275402010794895e-05,1.4634734689336326e-05
0.8,20,0.7959193376403959,19.86964134165836,0.000382622144,9.8107656e-05,0.03309189570036179,1.877455505116339,3.885387002453249e-05,1.8762869839597145e-05
0.8,25,0.7950809643689732,24.561896643019416,0.000481570344,0.000124116832,0.03202049088874348,2.213293079586211,4.802583191785088e-05,2.1754003301916092e-05
0.8,30,0.7950822201713997,29.40004045914975,0.0005871995839999999,0.000151339864,0.03016018810105486,2.660891016229032,5.755054745083615e-05,2.5436918273358192e-05
0.8,35,0.7943195983988205,33.97443471586855,0.000691145896,0.000178964696,0.031825514419008376,3.1083311392484343,6.775465559694909e-05,3.075693203158572e-05
0.8,40,0.7921122723371091,38.786881717469214,0.000801643208,0.000210389096,0.02932740863617949,3.5784431550056173,7.609189864902004e-05,3.38658838778908e-05
0.8,45,0.7925071284948367,43.465294037379934,0.0009092787680000001,0.00023806582400000002,0.027613393282118946,4.118435862137097,8.60150036260313e-05,3.629981506246311e-05
0.8,50,0.7889719379318404,48.360656400394426,0.001031278904,0.00027583844,0.028589206895557703,4.648186825769868,9.42288662055465e-05,4.1772891482184954e-05
0.8,55,0.7874221935653802,52.64895751022156,0.0011409006399999999,0.000308005232,0.02637723601124495,5.240574217729044,0.00010527555399779382,4.512700389348018e-05
0.8,60,0.7864867001547348,57.54167098620837,0.0012789557920000001,0.00034720748799999993,0.024775241336371493,5.768152066675266,0.00012120285271449981,4.681969880118683e-05
0.8,65,0.7870323052893212,62.07566084515963,0.00142181476,0.000384737208,0.023791385370667967,6.678392563204177,0.00012910135813655254,4.7272398788095534e-05
0.8,70,0.7809630381714218,66.06782988003668,0.001526109512,0.00042802844000000003,0.02293880498422989,6.878406167032342,0.00012875307947709,5.3416869508558814e-05
0.8,75,0.7817575038611075,70.4930001848304,0.0016653218239999997,0.000464906304,0.023854876087966336,8.008298257510226,0.00016352975342536605,5.9402048297104913e-05
0.8,80,0.7804190109148991,75.18343011671716,0.001817827536,0.000511469304,0.021331518083298858,8.607615236926005,0.00016780036250290016,5.913147458735985e-05
0.8,85,0.7758506553766803,78.89390094637966,0.0019632982640000003,0.00056721228,0.022028033388065353,9.383145926738676,0.00017217084254721619,6.346160654343381e-05
0.8,90,0.776912744449683,84.08802386658343,0.0021532584959999997,0.0006182992000000001,0.02075110102133346,9.912516332323275,0.00019864511544321947,6.86448659841652e-05
0.8,95,0.7741188961374558,88.90166262101542,0.0023478128079999997,0.000685071184,0.02121594314028404,11.447234116136077,0.0002371674421791725,7.809661031664655e-05
0.8,100,0.7718867115822504,92.65612398021516,0.0024718293039999997,0.000730492056,0.02114117532250523,12.467617509952722,0.0001994317795018928,7.651434212891635e-05
0.8,105,0.7720119641859602,96.4727083114198,0.002715282096,0.0008018681840000001,0.019384742431063837,14.513735050612645,0.00024157453703293894,8.261094437730477e-05
