yc0,P0,ycf,Pf,rhoco,rhome
0.8,5,0.7984328265368165,5.074592444561922,9.392420274575157e-05,2.3711495116453797e-05
0.8,10,0.803911381355436,9.789951063023622,0.00018536601604247764,4.521414533045999e-05
0.8,15,0.8103068736035146,15.079088035371228,0.0002941605216536346,6.88630824106796e-05
0.8,20,0.8013529455670718,20.070826034906073,0.00039235940673957204,9.726181311121623e-05
0.8,25,0.7974424954076175,25.346405195508176,0.00050825506364533,0.00012910131825344558
0.8,30,0.8060684388464066,30.708387407995637,0.0006381703990213325,0.00015353706434820608
0.8,35,0.8185789592136389,35.238631025461665,0.0007860619458538038,0.00017421431950357568
0.8,40,0.8028275969396486,40.56887174332147,0.0009014902210555715,0.00022140369102719882
0.8,45,0.798846975690274,46.172042781164855,0.0010329802669074174,0.00026010877059545566
0.8,50,0.8110880084741765,51.712177892687365,0.0011887943201013295,0.0002768842593880856
0.8,55,0.8101345079943345,57.593246539382235,0.001432315729481325,0.0003356817022381761
0.8,60,0.8130468292965793,64.88167177953096,0.0016571512080296898,0.0003810477595050598
0.8,65,0.8037223067015544,67.78384025913067,0.0017961550614810486,0.0004386405221483275
0.8,70,0.8180962901228613,72.72094167198942,0.002132597024216247,0.00047418294773054494
0.8,75,0.8137942310708189,75.37818141326242,0.002322957335831532,0.0005315201808926939
0.8,80,0.8071263758363281,82.79753119192868,0.002493439857198657,0.0005958407459968525
0.8,85,0.8001926421587962,82.91573857656367,0.0026389677408716282,0.0006589477882590831
0.8,90,0.8019493526660731,89.4946482169222,0.002927246343652833,0.0007229172657088177
0.8,95,0.7926269872581181,92.86868659452259,0.0032013168518157807,0.0008375525070107255
0.8,100,0.7806069850462668,104.03793530104379,0.0033103981350078686,0.0009304019070410256
0.8,105,0.7866187645390935,-4237.650320911013,0.0035147158968524134,0.0009534153699014427
0.8,110,0.7737675010924542,101.04821556585853,0.003740592910020519,0.0010936666120443285
0.8,115,0.7717850425043425,105.77413346864155,0.003843920544079711,0.0011366379435617268
0.8,120,0.7613886700778781,102.00326157263085,0.0038272671207535,0.0011994259089208586
0.8,125,0.7647591806367959,102.42239494208599,0.0038834188224454525,0.0011945441765888658
0.8,130,0.7571864012484186,115.51561873714601,0.003926255061584109,0.0012590666176096237
0.8,135,0.7476063977311077,111.8704743249688,0.0039968477345642935,0.0013493447895957843
0.8,140,0.7478994520587703,109.46795396635193,0.004166424205322277,0.0014044104755338302
0.8,145,0.7481028526688387,122.8910316734636,0.004281002763065818,0.0014414761016964875
0.8,150,0.7498203475163562,114.39577555476257,0.004300818263236384,0.0014349800216222008
0.8,155,0.7430712408202244,112.82040285348158,0.0043110676811993,0.0014906205612909011
0.8,160,0.7511359005895419,114.85580071886866,0.00449710439771658,0.0014899671750666546
0.8,165,0.7392844187059706,111.04825387740274,0.004457911963219585,0.00157212444823709
0.8,170,0.7481544305496649,17.508651291847936,0.0045527435357554736,0.0015325556349125372
0.8,175,0.7515998701044149,115.86554224644708,0.004594699468926588,0.001518526000748223
0.8,180,0.7432198414999504,145.24464523620696,0.004673899591775319,0.0016148178654208651
0.8,185,0.7341864658601037,104.2880161809869,0.004590696249300473,0.0016620698568173315
0.8,190,0.7433655136591585,119.0775196046505,0.004750273925872334,0.0016399524682597839
0.8,195,0.7272276726067106,123.06129908554044,0.004550724240672205,0.0017069092516842745
0.8,200,0.7378131992462228,121.67739524239165,0.004731564682639063,0.0016813928077839923
