placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.006276250763281092,0.0059536627315285974,-368122.7908120741,455.6608352660453,246.68176,234.00275999999997,0.0003472629275725128,0.00024117146088322277,18097.747864666228,93.3782915357174,13.64882210531004,9.479003098554195,2364.205845117569
