placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.0014035947995115004,0.0023819964889069812,-38007.149979475944,79.4926318033297,55.166889999999995,93.62199000000001,0.00025737441972933857,0.00026839765746579337,8831.81330526383,17.13887092606549,10.115844193041923,10.54910152903554,738.0240435600281
