placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.004781589660085487,0.001323510329737431,-103632.24339676475,204.86426188112017,187.93559999999997,52.019250000000014,0.000312263172055376,0.00020112297635336364,12601.101155544726,42.53775058259429,12.273191714464497,7.9049374625926045,1155.299397468567
