placeholder,rhocov,rhomev,Env,Pv,Ncov,Nmev,rhocov_s,rhomev_s,Env_s,Pv_s,Ncov_s,Nmev_s,time
1,0.000246041115408101,0.0002565514960309384,-986.608416854942,20.811102770130084,9.670399999999999,10.083499999999999,7.584535851408223e-05,6.653881598911897e-05,485.568938910782,5.0743478338487495,2.9810259710374885,2.615241623636332,2.712238073348999
