T_res,P_res,yco_res,yco_sim,P_sim,E_sim,rhoco,rhome,yco_s,P_s,rhoco_s,rhome_s,E_s,time
30.0,10.0,0.75,0.7538647755241364,9.665476660536811,-18.95744567702876,0.0001798462320448398,5.871940715722915e-05,0.05451608567628864,1.361610175870471,2.7585420565627873e-05,1.3724438385548677e-05,6.869031097058745,209.76909708976746
30.0,20.0,0.75,0.7568856255250664,21.3196327791856,-44.49670787282901,0.00041219732699232314,0.00013239925813422589,0.033486860012249466,3.216127100361196,5.99690265583179e-05,1.643499472402435e-05,9.479767040423624,489.27110481262207
30.0,30.0,0.75,0.749554693204289,28.236079102720332,-61.01141611093421,0.000573074198436614,0.00019147868026896198,0.030604467565744975,2.674887109909859,5.3622103453865276e-05,2.2996090734343705e-05,8.348421224099269,729.932609796524
30.0,40.0,0.75,0.7348610437065776,40.83135529618432,-91.99176147223749,0.0008582633844355643,0.0003096627041573969,0.03214748764309186,3.6022059448069186,7.825755798506765e-05,3.035998001467944e-05,11.23676500269746,1033.3908977508545
30.0,50.0,0.75,0.7446407859084954,49.7457880342347,-117.91853305633227,0.0011043866594824126,0.0003787266488156428,0.015013344245366737,4.902544422469496,7.232352610036555e-05,1.727044687716531e-05,7.622587126370142,1372.9647755622864
30.0,60.0,0.75,0.7415991904029907,59.28619077011493,-146.63894799699122,0.0013450207775954257,0.0004686553900720862,0.017966119751721837,5.763643999013742,0.00010559704837404813,3.4395983364680414e-05,12.469073193786924,1780.6297762393951
30.0,70.0,0.75,0.7202583600339602,66.92212522499217,-170.03441332737407,0.0015480151155154499,0.0006012346556950656,0.017033741994119972,8.03541334908019,9.390291012353664e-05,4.3709727748987637e-05,9.160359099999116,1919.3578197956085
30.0,80.0,0.75,,,,,,,,,,,
30.0,90.0,0.75,,,,,,,,,,,
30.0,100.0,0.75,,,,,,,,,,,
30.0,110.0,0.75,,,,,,,,,,,
30.0,120.0,0.75,,,,,,,,,,,
30.0,130.0,0.75,,,,,,,,,,,
30.0,140.0,0.75,,,,,,,,,,,
30.0,150.0,0.75,,,,,,,,,,,
30.0,160.0,0.75,,,,,,,,,,,
30.0,170.0,0.75,,,,,,,,,,,
30.0,180.0,0.75,,,,,,,,,,,
30.0,190.0,0.75,,,,,,,,,,,
30.0,200.0,0.75,,,,,,,,,,,
45.0,10.0,0.75,,,,,,,,,,,
45.0,20.0,0.75,,,,,,,,,,,
45.0,30.0,0.75,,,,,,,,,,,
45.0,40.0,0.75,,,,,,,,,,,
45.0,50.0,0.75,,,,,,,,,,,
45.0,60.0,0.75,,,,,,,,,,,
45.0,70.0,0.75,,,,,,,,,,,
45.0,80.0,0.75,,,,,,,,,,,
45.0,90.0,0.75,,,,,,,,,,,
45.0,100.0,0.75,,,,,,,,,,,
45.0,110.0,0.75,,,,,,,,,,,
45.0,120.0,0.75,,,,,,,,,,,
45.0,130.0,0.75,,,,,,,,,,,
45.0,140.0,0.75,,,,,,,,,,,
45.0,150.0,0.75,,,,,,,,,,,
45.0,160.0,0.75,,,,,,,,,,,
45.0,170.0,0.75,,,,,,,,,,,
45.0,180.0,0.75,,,,,,,,,,,
45.0,190.0,0.75,,,,,,,,,,,
45.0,200.0,0.75,,,,,,,,,,,
60.0,10.0,0.75,,,,,,,,,,,
60.0,20.0,0.75,,,,,,,,,,,
60.0,30.0,0.75,,,,,,,,,,,
60.0,40.0,0.75,,,,,,,,,,,
60.0,50.0,0.75,,,,,,,,,,,
60.0,60.0,0.75,,,,,,,,,,,
60.0,70.0,0.75,,,,,,,,,,,
60.0,80.0,0.75,,,,,,,,,,,
60.0,90.0,0.75,,,,,,,,,,,
60.0,100.0,0.75,,,,,,,,,,,
60.0,110.0,0.75,,,,,,,,,,,
60.0,120.0,0.75,,,,,,,,,,,
60.0,130.0,0.75,,,,,,,,,,,
60.0,140.0,0.75,,,,,,,,,,,
60.0,150.0,0.75,,,,,,,,,,,
60.0,160.0,0.75,,,,,,,,,,,
60.0,170.0,0.75,,,,,,,,,,,
60.0,180.0,0.75,,,,,,,,,,,
60.0,190.0,0.75,,,,,,,,,,,
60.0,200.0,0.75,,,,,,,,,,,
