T_res,P_res,yco_res,yco_sim,P_sim,E_sim,rhoco,rhome,yco_s,P_s,rhoco_s,rhome_s,E_s,time
30.0,10.0,1,1.0,9.898084324279028,-24.57435085090531,0.0002479045991543048,0.0,0.0,1.1200579346658164,2.6094329479761807e-05,0.0,7.578776224486232,175.0209503173828
30.0,20.0,1,1.0,19.05890371672371,-47.44193668024797,0.0005013894304599688,0.0,0.0,2.1452157897893116,4.143268087702064e-05,0.0,8.44392146740159,365.288046836853
30.0,30.0,1,1.0,27.872196897698032,-74.8519001413406,0.0007966258201615484,0.0,0.0,2.554137294592889,5.3824354746988504e-05,0.0,8.052649396971555,567.206339597702
30.0,40.0,1,1.0,37.30267665260235,-95.93169728203317,0.0010352337825529374,0.0,0.0,4.9824680651561,8.106804788663913e-05,0.0,12.606310512818313,826.6423897743225
30.0,50.0,1,1.0,48.72739924074825,-129.58868546023461,0.0014661931400917986,0.0,0.0,4.6846847421636975,5.676838406475251e-05,0.0,8.87603440050618,1023.5515370368958
30.0,60.0,1,1.0,57.93827760250654,-178.8231808091849,0.0018333355569749496,0.0,0.0,6.0566993684982195,7.123091541541806e-05,0.0,9.611050524390079,1329.2622916698456
30.0,70.0,1,1.0,61.295895919282934,-197.5125002044442,0.002131431708506786,0.0,0.0,5.880639013565584,0.00012214935197147028,0.0,8.566851857939843,1751.5145921707153
30.0,80.0,1,,,,,,,,,,,
30.0,90.0,1,,,,,,,,,,,
30.0,100.0,1,,,,,,,,,,,
30.0,110.0,1,,,,,,,,,,,
30.0,120.0,1,,,,,,,,,,,
30.0,130.0,1,,,,,,,,,,,
30.0,140.0,1,,,,,,,,,,,
30.0,150.0,1,,,,,,,,,,,
30.0,160.0,1,,,,,,,,,,,
30.0,170.0,1,,,,,,,,,,,
30.0,180.0,1,,,,,,,,,,,
30.0,190.0,1,,,,,,,,,,,
30.0,200.0,1,,,,,,,,,,,
45.0,10.0,1,,,,,,,,,,,
45.0,20.0,1,,,,,,,,,,,
45.0,30.0,1,,,,,,,,,,,
45.0,40.0,1,,,,,,,,,,,
45.0,50.0,1,,,,,,,,,,,
45.0,60.0,1,,,,,,,,,,,
45.0,70.0,1,,,,,,,,,,,
45.0,80.0,1,,,,,,,,,,,
45.0,90.0,1,,,,,,,,,,,
45.0,100.0,1,,,,,,,,,,,
45.0,110.0,1,,,,,,,,,,,
45.0,120.0,1,,,,,,,,,,,
45.0,130.0,1,,,,,,,,,,,
45.0,140.0,1,,,,,,,,,,,
45.0,150.0,1,,,,,,,,,,,
45.0,160.0,1,,,,,,,,,,,
45.0,170.0,1,,,,,,,,,,,
45.0,180.0,1,,,,,,,,,,,
45.0,190.0,1,,,,,,,,,,,
45.0,200.0,1,,,,,,,,,,,
60.0,10.0,1,,,,,,,,,,,
60.0,20.0,1,,,,,,,,,,,
60.0,30.0,1,,,,,,,,,,,
60.0,40.0,1,,,,,,,,,,,
60.0,50.0,1,,,,,,,,,,,
60.0,60.0,1,,,,,,,,,,,
60.0,70.0,1,,,,,,,,,,,
60.0,80.0,1,,,,,,,,,,,
60.0,90.0,1,,,,,,,,,,,
60.0,100.0,1,,,,,,,,,,,
60.0,110.0,1,,,,,,,,,,,
60.0,120.0,1,,,,,,,,,,,
60.0,130.0,1,,,,,,,,,,,
60.0,140.0,1,,,,,,,,,,,
60.0,150.0,1,,,,,,,,,,,
60.0,160.0,1,,,,,,,,,,,
60.0,170.0,1,,,,,,,,,,,
60.0,180.0,1,,,,,,,,,,,
60.0,190.0,1,,,,,,,,,,,
60.0,200.0,1,,,,,,,,,,,
