T_res,P_res,yco_res,yco_sim,P_sim,E_sim,rhoco,rhome,yco_s,P_s,rhoco_s,rhome_s,E_s,time
30.0,10.0,0.5,0.4967274640551441,10.269310708294794,-15.715691855048616,0.0001254325397302059,0.00012708528705998145,0.06297285337559784,1.3955901015376186,2.4139408626021458e-05,2.0924258522706892e-05,5.106381634335742,184.59330034255981
30.0,20.0,0.5,0.49763193883329343,18.911447458199603,-35.58019530528727,0.00023822223205834572,0.00024048946923812216,0.04719978012613879,2.4202352847285953,3.911203454610001e-05,3.656109773953388e-05,7.62199730039486,403.2245285511017
30.0,30.0,0.5,0.46450865876749264,27.0110233381091,-48.94567793599883,0.00033291152850843116,0.00038378453780767244,0.036292900914758834,2.541854016470494,4.522229379140604e-05,3.508184294169123e-05,9.23579845672007,751.859316110611
30.0,40.0,0.5,0.5030601407230898,37.82466804732997,-67.2806476520835,0.0005031900410840776,0.0004970681792567371,0.040626224360737366,4.637783266122234,6.790233543000443e-05,3.796301682514353e-05,7.156216166654885,1005.0261595249176
30.0,50.0,0.5,0.5044349200972654,47.21395998414139,-91.05627738501495,0.0006558187122401266,0.000644286982491855,0.016673651793101603,5.872305434828019,3.5094560401406866e-05,3.396088668310967e-05,5.0652482597510256,1429.184612751007
30.0,60.0,0.5,0.4797754195495547,59.51231790538992,-126.41764970045726,0.0008685870282102077,0.0009418163247287471,0.020352358509527862,4.264350304708097,8.210175047759712e-05,3.686095986842369e-05,6.598426656547178,1749.5832812786102
30.0,70.0,0.5,,,,,,,,,,,
30.0,80.0,0.5,,,,,,,,,,,
30.0,90.0,0.5,,,,,,,,,,,
30.0,100.0,0.5,,,,,,,,,,,
30.0,110.0,0.5,,,,,,,,,,,
30.0,120.0,0.5,,,,,,,,,,,
30.0,130.0,0.5,,,,,,,,,,,
30.0,140.0,0.5,,,,,,,,,,,
30.0,150.0,0.5,,,,,,,,,,,
30.0,160.0,0.5,,,,,,,,,,,
30.0,170.0,0.5,,,,,,,,,,,
30.0,180.0,0.5,,,,,,,,,,,
30.0,190.0,0.5,,,,,,,,,,,
30.0,200.0,0.5,,,,,,,,,,,
45.0,10.0,0.5,,,,,,,,,,,
45.0,20.0,0.5,,,,,,,,,,,
45.0,30.0,0.5,,,,,,,,,,,
45.0,40.0,0.5,,,,,,,,,,,
45.0,50.0,0.5,,,,,,,,,,,
45.0,60.0,0.5,,,,,,,,,,,
45.0,70.0,0.5,,,,,,,,,,,
45.0,80.0,0.5,,,,,,,,,,,
45.0,90.0,0.5,,,,,,,,,,,
45.0,100.0,0.5,,,,,,,,,,,
45.0,110.0,0.5,,,,,,,,,,,
45.0,120.0,0.5,,,,,,,,,,,
45.0,130.0,0.5,,,,,,,,,,,
45.0,140.0,0.5,,,,,,,,,,,
45.0,150.0,0.5,,,,,,,,,,,
45.0,160.0,0.5,,,,,,,,,,,
45.0,170.0,0.5,,,,,,,,,,,
45.0,180.0,0.5,,,,,,,,,,,
45.0,190.0,0.5,,,,,,,,,,,
45.0,200.0,0.5,,,,,,,,,,,
60.0,10.0,0.5,,,,,,,,,,,
60.0,20.0,0.5,,,,,,,,,,,
60.0,30.0,0.5,,,,,,,,,,,
60.0,40.0,0.5,,,,,,,,,,,
60.0,50.0,0.5,,,,,,,,,,,
60.0,60.0,0.5,,,,,,,,,,,
60.0,70.0,0.5,,,,,,,,,,,
60.0,80.0,0.5,,,,,,,,,,,
60.0,90.0,0.5,,,,,,,,,,,
60.0,100.0,0.5,,,,,,,,,,,
60.0,110.0,0.5,,,,,,,,,,,
60.0,120.0,0.5,,,,,,,,,,,
60.0,130.0,0.5,,,,,,,,,,,
60.0,140.0,0.5,,,,,,,,,,,
60.0,150.0,0.5,,,,,,,,,,,
60.0,160.0,0.5,,,,,,,,,,,
60.0,170.0,0.5,,,,,,,,,,,
60.0,180.0,0.5,,,,,,,,,,,
60.0,190.0,0.5,,,,,,,,,,,
60.0,200.0,0.5,,,,,,,,,,,
