rhocov,rhomev,Env,Pv,Ncov,Nmev
0.00015119341563786008,0.00014665294924554186,-13.839354660705224,1.3117992989070484,110.22,106.91
0.00015875171467764058,0.0001616323731138546,-18.32565974952599,1.3918574763936342,115.73,117.83
0.00017323731138545954,0.00017528120713305897,-21.733519178543066,1.4946526498043997,126.29,127.78
0.00018497942386831278,0.00018768175582990404,-21.329555838950363,1.6072086117905529,134.85,136.82
0.00020085048010973938,0.00019721536351165975,-24.23910399813625,1.7394732718436452,146.42,143.77
0.00022113854595336082,0.00021010973936899866,-29.05016415339137,1.8133457569779134,161.21,153.17
0.0002358024691358024,0.00022155006858710569,-30.57472946917996,1.9357879816000163,171.9,161.51
0.0002441975308641975,0.000231358024691358,-30.431034665473053,2.0539259701817993,178.02,168.66
0.00025134430727023315,0.0002366529492455418,-29.142888331875273,2.0969149423717792,183.23,172.52
0.00025924554183813443,0.0002499725651577503,-28.92328158850954,2.1931589362837247,188.99,182.23
0.0002705349794238684,0.00026659807956104243,-29.57655933056542,2.2902793639863566,197.22,194.35
0.00028200274348422503,0.0002818792866941015,-30.080190248012997,2.4089409971282136,205.58,205.49
0.00027735253772290816,0.00029100137174211245,-27.650700933439825,2.6181733055783356,202.19,212.14
0.00028377229080932785,0.00030374485596707814,-28.30125612888584,2.74620168654941,206.87,221.43
0.00029192043895747604,0.00031410150891632375,-35.88541175704923,2.5977430534283665,212.81,228.98
0.0003044032921810699,0.0003294787379972564,-38.252343789247476,2.665617263523659,221.91,240.19
0.00030986282578875167,0.000336406035665295,-39.18074326882016,2.715713278889774,225.89,245.24
0.00030927297668038406,0.00034706447187928674,-39.192883827558965,2.80407344899022,225.46,253.01
0.0003155006858710562,0.0003556927297668038,-39.71778058878343,2.8475036022621754,230.0,259.3
0.00033576131687242816,0.0003636076817558298,-44.43005746003023,2.928913573862281,244.77,265.07
0.0003480109739369,0.00037101508916323743,-46.94869240754249,2.8900601897919675,253.7,270.47
0.0003554458161865568,0.00038389574759945135,-49.05081645686949,2.9538674892950456,259.12,279.86
0.00037972565157750346,0.00039320987654320986,-52.69934516722678,3.0419486888932696,276.82,286.65
