yc0,P0,ycf,Pf,rhoco,rhome
0.4,5,0.39889450405199994,4.930729143614894,4.546298828125e-05,6.850947265625e-05
0.4,10,0.4015349783633814,9.918547459571679,9.37330078125e-05,0.00013970371093749995
0.4,15,0.40047505084775287,14.874111105778496,0.00014367480468749998,0.0002150861328125
0.4,20,0.41839080317269634,19.645471484798183,0.00019774150390625,0.000274882421875
0.4,25,0.3952380401156873,25.503576458022792,0.00024340761718749998,0.00037244306640625004
0.4,30,0.3828468738720737,30.951839756540494,0.0002849607421875,0.00045935966796875003
0.4,35,0.404728025368583,34.422673993572715,0.00035342890625,0.000519821484375
0.4,40,0.4231622130235984,42.12524617300807,0.00044665019531250005,0.0006088556640625
0.4,45,0.40557644452902686,47.417760567866374,0.0004946966796875001,0.0007250405273437499
0.4,50,0.3943904781976711,51.968313956472144,0.000528318359375,0.00081126357421875
0.4,55,0.3933122789207544,58.78617396343452,0.00061883642578125,0.0009545607421875001
0.4,60,0.3939335792460231,62.253615264793766,0.0006325307617187501,0.00097314794921875
0.4,65,0.4026600393522394,67.4285738197043,0.0007424141601562501,0.0011013599609375
0.4,70,0.4173132848692232,79.87617120124627,0.0009139076171874999,0.0012760720703125
0.4,75,0.41090085564529827,85.59578107858525,0.0009551333007812499,0.001369352734375
0.4,80,0.40826581708409204,84.69937215832553,0.0010254333984375,0.0014862473632812501
0.4,85,0.40969580251050064,93.1176699960049,0.0011272419921875,0.0016241701171874998
0.4,90,0.4381664074543363,100.95796972082076,0.0013843808593750001,0.0017751056640625002
0.4,95,0.4276013698702511,112.87360952933543,0.00147009208984375,0.00196790458984375
0.4,100,0.43007600991763295,114.99638500877222,0.0016189124023437496,0.002145334765625
0.4,105,0.42184930404399007,119.83810025404013,0.0015871107421875003,0.00217515869140625
0.4,110,0.4535516612591611,130.865367414747,0.0019589275390625,0.0023601560546875
0.4,115,0.42241864047455924,129.8478753233136,0.0018494154296874999,0.0025287422851562502
0.4,120,0.4546603097633023,127.25186947199298,0.00235516953125,0.0028248945312500003
0.4,125,0.4481610946809305,155.09390913395873,0.002408154296875,0.0029652579101562496
0.4,130,0.44142790198305354,153.4036643651143,0.00245782236328125,0.00311006845703125
0.4,135,0.45359457137270254,161.76566270814575,0.0026780623046875,0.003226025781249999
0.4,140,0.4528179875570245,165.8570674573247,0.0028763251953125,0.00347573076171875
0.4,145,0.45377234909011904,165.99313657679073,0.00298861767578125,0.0035975431640625005
0.4,150,0.4534383978068698,172.75047929730832,0.0029048610351562498,0.0035014359374999997
0.4,155,0.44775656567093186,188.88223128417002,0.003065206640625,0.00378049228515625
0.4,160,0.42876469704652864,199.4136259348193,0.0029782211914062494,0.00396782919921875
0.4,165,0.43122373116297386,204.62345630269138,0.0031146417968750005,0.004108155957031251
0.4,170,0.4330894661034761,215.43446623689644,0.0030928927734375,0.00404857109375
0.4,175,0.429335651433066,222.21599233360422,0.0031239747070312502,0.004152324609375
0.4,180,0.4265020556619223,226.97335618348598,0.00330637705078125,0.00444593505859375
0.4,185,0.42231465924488787,223.6074474720257,0.0032534950195312494,0.0044504644531250005
0.4,190,0.41435269707267014,225.98487191584738,0.0032893451171875,0.004649169921875001
0.4,195,0.41647170905033093,228.73093602979307,0.003264041015625,0.00457332451171875
0.4,200,0.409168462690676,259.2730447020766,0.0032829450195312505,0.004740510644531249
