"Tong, J.; Liu, Y. J. Eng. Thermophys., 1984, 5(2), 119-124 The Experimental Study and Correlation of PVT Relation of Binary Gas Mixture of Carbon Dioxide-Methane",,,,
No.,Mole fraction CO2,Temperature (K),Pressure (N/sqm),Density (kg/cum)
1,0.4574,384.502094,10222680,101.2480989
2,0.4574,386.131768,11664530,116.5382691
3,0.4574,409.297134,12064770,110.889073
4,0.4574,413.756242,11890490,106.8458773
5,0.4574,440.281968,12879420,106.8123427
